time,open,high,low,close,volume,note
2020-07-20,250.0000,295.0000,205.6000,212.4000,24237613,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-29,135.0300,139.3000,132.5300,135.3000,1786996,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-30,135.7000,139.9500,133.8000,138.2000,1913760,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-01,137.1500,138.2000,133.1100,133.6000,1703862,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-02,132.8200,134.3900,127.2000,127.4200,1433784,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-05,128.0800,134.7800,128.0800,134.2000,1694981,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-06,134.2000,135.8800,126.6600,128.4800,1749593,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-07,127.4300,131.4900,127.1800,131.3000,924795,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-08,132.1800,134.2000,129.7000,132.4500,1259481,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-09,133.9400,138.5000,133.3900,134.3900,2058838,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-12,134.0100,134.0100,129.0000,131.8100,1573532,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-13,131.8000,132.6800,126.5100,126.6100,1645690,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-14,126.6500,127.1000,121.1900,121.2000,1443599,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-15,121.0000,121.5600,117.8200,119.0000,937024,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-16,121.6600,123.9900,120.2500,120.6200,966367,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-19,122.5900,122.6100,116.5600,116.8000,1002147,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-20,112.0000,113.0000,106.6000,108.3200,4089074,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-21,108.9100,109.0800,107.2800,107.4600,3350580,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-22,108.1700,111.2000,105.3800,110.9200,4776462,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-23,106.6000,107.0100,101.1200,102.2700,5017008,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-26,100.9900,103.6400,97.0000,102.4100,3797106,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-27,102.0000,119.6000,101.0200,108.8000,9868443,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-28,106.6500,107.9800,99.9000,100.6300,4843642,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-29,102.8800,105.8800,100.1800,102.4700,4410379,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-07-30,98.0000,104.0200,97.5000,100.1400,4006429,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-02,99.8700,106.6600,98.1500,106.3100,4381034,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-03,106.1200,107.8600,102.4200,103.3000,3031671,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-04,102.9900,106.2100,102.9700,104.3000,2491165,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-05,103.0000,118.9700,100.7900,112.3800,7893270,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-06,112.8000,116.5500,107.7200,108.8900,4513163,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-09,105.8600,106.8800,104.0000,105.3400,3056465,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-10,105.3300,106.6800,102.9000,104.4400,2945874,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-11,104.0000,104.9000,102.5600,103.6500,1989887,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-12,102.2000,106.3100,101.9100,103.6500,2833638,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-13,103.0000,103.0000,99.5000,99.7100,3410618,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-16,99.3500,101.7800,98.3000,99.7500,1734329,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-17,99.7500,102.3200,98.8000,98.8000,2191958,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-18,98.3900,99.5300,97.8100,98.1600,1546885,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-19,97.9800,100.5000,97.8500,98.6100,1450820,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-20,99.4700,101.1800,98.5000,99.9000,2119301,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-23,100.0500,100.8800,98.3300,100.4800,2074689,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-24,100.9000,100.9000,98.5800,98.7000,2392136,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-25,99.5000,99.5300,97.6000,98.2500,1526154,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-26,98.2000,98.8800,91.6000,91.6000,4150295,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-27,91.4100,92.5000,90.8000,91.4100,1431774,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-30,91.2800,94.7800,91.0200,92.8600,1722145,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-08-31,92.0600,92.7500,87.2900,88.6600,2368733,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-01,88.6600,89.8200,86.8900,89.6000,1622639,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-02,89.2600,89.8500,87.6300,88.1800,1262185,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-03,88.4000,94.3500,88.1900,91.4100,2077652,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-06,90.8900,93.2200,90.0100,91.6000,1711109,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-07,91.3200,92.3000,90.0400,90.6400,1453677,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-08,90.6500,92.9600,90.4800,92.6100,1723207,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-09,92.5500,92.5500,90.1800,90.3000,1406485,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-10,90.3000,92.6900,89.5100,91.7400,2027023,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-13,91.5000,91.5000,89.3500,89.6200,1509806,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-14,89.6000,90.3600,88.3600,88.5000,1311831,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-15,88.3100,89.0300,85.8100,86.1600,1888885,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-16,86.2000,86.8800,85.0200,85.0600,1285868,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-17,85.8000,86.1400,84.6300,85.8800,1202397,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-22,84.7700,84.9200,82.3500,82.8300,1757517,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-23,82.6800,84.4500,82.3600,83.4000,1136970,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-24,83.4500,84.3000,81.8700,81.9900,1224907,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-27,82.6400,83.5000,79.3000,79.7100,1779415,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-28,79.9100,81.7500,78.8200,80.1300,1179351,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-29,79.5200,80.0000,77.8800,78.1500,1495766,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-09-30,78.7900,80.6000,78.1900,79.6200,1138408,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-08,79.5000,82.7700,79.5000,81.4700,1176755,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-11,81.9900,82.3700,81.2100,82.0000,889807,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-12,81.1000,81.8100,78.7900,79.7100,1274026,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-13,79.9000,82.1300,79.5000,80.3500,1558030,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-14,79.6500,80.2000,79.0300,79.1300,1146078,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-15,79.1400,80.7000,78.5400,79.7500,1340769,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-18,79.7500,79.7500,76.5000,77.2500,2012742,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-19,77.1800,77.6800,76.3100,76.9500,1319550,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-20,77.4000,78.7500,77.1100,77.4300,1634745,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-21,77.3000,77.4700,75.5100,75.6100,1829592,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-22,76.4600,76.9300,75.6100,75.7800,1623772,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-25,75.4500,76.2300,73.8800,76.1000,1764031,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-26,76.0000,81.1800,75.7200,79.0200,3989487,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-27,78.2000,79.5900,74.3500,74.9700,2654103,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-28,74.7900,76.3300,73.9000,74.3300,1374779,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-10-29,74.4200,77.8900,74.3400,76.6100,1938323,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-01,76.0000,80.2000,74.8700,79.8800,2536330,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-02,79.8600,81.0000,78.1500,78.7500,1944040,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-03,78.6100,80.4800,78.2100,78.8100,1406502,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-04,83.0000,86.8800,81.7000,84.3800,5233719,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-05,85.8900,90.9000,84.5900,85.1000,7834570,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-08,83.9800,84.6700,81.6300,81.8900,3303032,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-09,81.5000,86.5000,81.3500,85.0000,3101708,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-10,84.5100,86.0000,82.9700,83.9500,2251433,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-11,83.9800,85.6500,82.7700,84.2200,2745878,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-12,85.5000,88.7000,84.5000,85.6700,3500745,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-15,85.6800,88.1300,85.5600,86.4000,2503711,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-16,86.1000,86.7000,82.8500,82.9600,2334553,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-17,82.7000,84.0900,82.6200,83.0200,1437806,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-18,83.9800,85.7700,82.8000,83.2000,2249203,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-19,83.3500,84.7400,82.5000,83.7500,1785711,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-22,83.6100,86.8300,83.0200,86.6700,2933463,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-23,85.9900,87.2700,85.5000,85.9800,2077620,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-24,85.7000,95.8100,85.4100,95.5400,9747261,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-25,95.0000,103.5800,94.1000,100.9400,11396853,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-26,99.4900,102.0000,97.5500,97.5800,5393858,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-29,96.6100,96.8000,93.6600,95.6000,4278274,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-11-30,96.6500,100.5000,96.6000,96.6000,5673424,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-01,98.3300,99.1000,94.4900,94.8000,4377410,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-02,94.4600,95.5800,90.8000,90.9900,3801334,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-03,90.9700,95.9700,90.6100,94.0300,3766481,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-06,93.6500,93.9500,91.0200,91.2000,2235704,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-07,91.2000,92.4000,89.4000,91.7800,2516691,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-08,92.2600,97.1000,92.2600,97.0000,4110122,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-09,96.3400,98.2500,95.4900,97.0100,3563157,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-10,97.0000,102.6800,96.5000,102.0000,7757066,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-13,102.0000,106.7000,101.0100,105.8700,6801923,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-14,105.8700,105.9700,98.8200,98.9000,5595836,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-15,99.5000,100.0000,96.2800,96.5000,3333211,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-16,97.8800,98.4600,96.1100,97.0000,2559880,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-17,96.6000,96.8000,93.5600,93.7600,2906074,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-20,93.0000,94.7000,89.3500,89.6800,3729491,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-21,90.1000,91.4300,89.7000,91.0000,1855193,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-22,91.1000,91.3500,90.0100,90.7100,1803377,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-23,90.0200,90.6900,88.5000,88.8900,2058715,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-24,89.2000,91.7000,88.3000,91.0600,2341013,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-27,90.7700,92.2200,89.4500,91.3900,1595151,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-28,91.4900,92.6500,89.9900,92.1000,1545364,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-29,91.1000,91.6800,89.8200,89.9700,1159302,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-30,89.8800,92.5000,89.5800,92.0000,2128201,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-12-31,91.5700,96.6000,91.5700,95.1000,2856528,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-04,102.0000,105.5000,98.1500,98.5800,6934493,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-05,97.0000,99.4400,95.1300,97.3000,2937530,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-06,96.9500,96.9500,93.6000,94.3000,2175079,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-07,95.5700,97.3800,90.9000,91.0600,3039483,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-10,90.9800,92.1500,89.0100,91.2400,1549395,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-11,90.0600,92.4500,90.0600,91.4000,1251297,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-12,91.4300,92.5000,90.8200,92.1800,1017151,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-13,92.7800,95.6600,91.9900,93.1000,2088099,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-14,92.0000,94.4600,89.8600,90.5500,2264666,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-17,90.5500,91.7500,89.8900,90.8300,2054716,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-18,90.3700,94.8800,90.0800,92.3400,2067410,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-19,92.0400,92.5000,89.1300,90.4400,2048621,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-20,90.4600,91.9600,89.7900,90.3500,1467714,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-21,90.0000,90.0000,86.2800,87.2600,2037202,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-24,86.4100,86.4700,83.5200,83.8800,2238905,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-25,83.8800,84.6000,81.7300,82.8100,1888704,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-26,82.8200,84.0700,82.2500,83.5100,891759,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-27,84.0000,84.0000,81.0200,81.0200,1627736,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-01-28,81.9900,82.3000,78.6800,78.7800,1486952,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-07,80.0000,80.3000,77.3000,77.8400,1509664,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-08,77.1900,79.5000,77.1900,78.5300,1406030,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-09,78.4800,80.3500,78.4800,79.0500,1217638,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-10,78.5300,79.4800,78.5300,78.9200,1003282,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-11,78.0300,78.9100,77.3000,77.6600,795297,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-14,76.6100,77.6000,75.3200,76.7600,1002563,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-15,77.4500,79.3400,77.4000,78.2500,1216603,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-16,79.9200,80.8800,78.2500,79.9000,1245506,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-17,80.0000,80.7000,78.9100,79.4000,1253013,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-18,79.0500,83.3000,79.0500,81.3600,1772921,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-21,82.9200,85.8000,82.1000,84.0500,2847851,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-22,83.2300,85.0700,81.8000,83.7900,1799151,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-23,80.4300,81.7600,78.8900,81.4500,3109509,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-24,80.9500,81.3900,77.3500,78.0000,2365310,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-25,79.0000,83.3800,78.5000,80.4900,2171822,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-02-28,80.2800,81.3000,79.3000,79.5400,1145108,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-01,79.4100,80.9000,77.7800,78.6100,1186337,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-02,78.6100,78.7000,77.3600,78.6100,1091360,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-03,78.8500,79.7900,77.6800,79.7900,1379607,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-04,78.7100,87.5000,78.6800,85.9600,5594240,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-07,85.9600,87.5000,83.8600,85.1700,3239137,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-08,84.8600,88.4900,83.0000,86.4700,3645136,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-09,85.5000,87.5000,81.0000,83.7500,2891264,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-10,84.4000,86.0000,82.4400,82.6300,2026280,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-11,81.3000,84.2200,79.5200,84.1600,1901764,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-14,83.1100,84.0000,80.8000,80.8900,1238591,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-15,78.5000,78.5000,64.9800,66.0200,7070297,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-16,66.1200,67.4900,62.1700,65.0100,3969646,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-17,66.2500,69.4800,65.5000,65.9700,3339141,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-18,65.5200,67.0000,64.7000,66.2500,1909856,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-21,66.4000,66.5800,64.6500,65.0000,2466473,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-22,65.2000,65.8500,64.2400,64.8400,1703905,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-23,65.3300,65.5700,64.4300,65.0300,1260352,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-24,64.8200,65.1000,63.3500,63.3500,1433473,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-25,63.3300,67.0700,63.3300,63.6800,2162243,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-28,62.9000,64.8200,62.2800,63.9000,1511927,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-29,64.0000,64.3300,62.3900,63.1600,1405029,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-30,63.3000,63.9700,62.7000,63.3000,1190447,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-03-31,63.2000,64.8300,63.0200,63.7000,1941444,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-01,63.2000,63.4800,62.5100,62.6300,1673479,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-06,62.7000,63.5000,62.2100,62.7500,1282062,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-07,62.7500,63.2600,60.5200,60.5200,1804611,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-08,60.8000,60.8300,58.0200,59.7600,1944958,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-11,60.7800,60.7900,58.0000,58.5100,1801962,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-12,58.3000,59.3600,57.4000,59.0600,1488995,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-13,59.0000,61.1000,58.1200,59.0400,1477702,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-14,59.2400,59.8500,57.8000,58.8500,1502161,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-15,58.0800,58.4200,56.0100,56.2600,2219758,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-18,56.0000,60.6600,55.7300,60.0900,3007771,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-19,59.5200,60.5000,59.0000,60.1600,1641267,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-20,59.8800,62.2200,59.2300,59.2400,1628328,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-21,57.2800,59.0000,56.8400,57.0000,1758855,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-22,56.5900,57.9400,55.5200,55.5500,1382023,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-25,55.2000,55.2000,50.0000,50.0000,2610323,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-26,50.5000,51.1100,47.0300,47.3000,1990132,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-27,46.9800,50.1000,46.5900,49.8800,2286220,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-28,50.6600,51.0000,48.4200,48.5900,1586630,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-04-29,49.5000,52.2000,48.8300,51.8600,1894208,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-05,51.3800,54.0000,51.3400,52.9000,2262137,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-06,51.5100,53.9800,51.1000,52.0200,1584485,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-09,51.8000,53.5100,51.5800,53.0100,1061744,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-10,52.1200,54.3500,52.0500,53.4800,1488406,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-11,54.0000,55.2000,52.8000,52.9200,2198367,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-12,52.3500,54.9600,52.2700,53.9000,1801608,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-13,54.5000,54.5000,52.8600,52.8900,1313129,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-16,53.9600,56.4900,53.4100,53.9700,1968331,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-17,53.1100,54.7600,53.1000,54.2800,1387297,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-18,54.5400,55.4800,53.4100,53.9000,1387528,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-19,53.0200,55.1800,52.7500,55.0600,1829491,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-20,54.7300,55.9900,54.4400,55.3000,1524446,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-23,55.5500,57.0200,55.2200,56.9900,2237474,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-24,56.5300,56.9800,52.9800,53.0400,2494684,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-25,53.0500,54.9800,52.8600,53.7200,1495972,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-26,53.1900,54.3000,51.7100,53.6700,1928829,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-27,54.0300,54.4800,52.6800,53.0000,1436126,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-30,53.4900,55.4700,53.0800,55.0900,2335361,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-05-31,55.3200,57.8300,54.2000,56.6000,2639991,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-06-01,56.5500,58.3900,55.8000,58.0400,2827439,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-06-02,57.8900,63.9900,57.0800,61.8600,5391199,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-06-06,62.9800,71.9200,61.8600,68.7000,8212906,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-06-07,68.3000,71.0700,67.2100,69.2800,4782427,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2022-06-08,69.2800,69.5000,65.9500,67.7500,3888966,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
